filename,class_label
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2527.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2528.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2529.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2530.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2531.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2532.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2533.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2534.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2535.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2536.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2537.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2538.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2539.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2540.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2541.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2542.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2543.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2544.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2545.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2546.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2547.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2548.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2549.jpg,tiger
C:\Users\206255\Desktop\Saugata Paul\Classification-pipeline-for-transfer-learning\data/tiger/tiger2550.jpg,tiger
